tweet_id,tweet,sentiment
6831,update recco link sxsw panels/parties def good times follow friends newbie,1
579,google launch major new social network called circles possibly today link sxsw dejavu,1
1666,seen one ipad sxsw far audience members raise ipad,1
1843,rumor.. google launch major new social network called circles possibly today link sxsw,1
529,tessie frontwoman intimate stranger ink painful places get ink respect location link sxsw,1
3760,future contextual discovery nice way articulating intersection social mobile search sxsw,1
7433,google reportedly unveil new social network called circles likely launch may link googlecircles googleme sxsw,1
2522,sxsw tradeshow floor engage multi-touch interactive wall take part augmented reality enter win ipad,1
3484,sxsw fashion essential photo iphone,1
7372,awesome iphone charging lockers registrant lounge sxsw link,2
1488,brilliant.. hope plenty ipads.. apple open pop- shop sxsw report link sxsw,2
3967,launchrock vencorps want give 30k best startups sxsw link,1
2435,composed tweet acerbic cynical ipad users phone crashed dumped apps twitterpower sxsw imthatgood,0
6087,sxsw taught anything want ipad dont know,2
4542,anyone news sxsw ipad must-have course link,2
624,-minus hours social media mavens start performing degrading sex acts iphone charge sxsw,1
3404,haha iphone sxsw,1
3850,talk mistakes made building netflix iphone sxsw netflixiphone,0
1804,say booths tradeshow waffling ipad portion reps dressed crazy characters sxsw,1
2937,ipad2 apple store sxsw photos thanks link,1
4855,google launch major new social network called circles possibly today link sxsw,1
2417,bjdproductions apple opening pop- store austin sxsw geekfest apple link tech,1
3536,thoughts path iphone photo app sxsw iphoneography mobilephotography,1
1779,heck /being sick apple supposedly setting mini-store sxsw feeling plan,1
6129,line might well popup apple store austin sxsw ipad2,1
489,4sq sees facebook google competition via checkins sxsw,1
2296,google labs fusion tables made election day foursquare visualization possible sxsw,2
3269,tech lightbox_photos wants new android camera app sxsw sad although android adoption .. link technology,2
4274,google marissa mayer location-based 'fast fun future link sxsw sxswi,2
180,"spent ,00+ come sxsw already used ipad wait couple city blocks ipad2 sxsw link",0
4711,nothing quite like sxsw make want ipad desperately almost drooling guy next,2
51,link -- help forward doc anonymous accounts techies people help jam libya sxsw,1
5252,social important google screw big launch circus link via sxsw,1
7204,thought people spent lot time staring iphone last year sxsw ..just wait,1
4583,google new social network circles announced today sxsw,1
7077,apple open pop- shop sxsw report link sxsw,1
5399,ipad2 left apple store sxsw anyone know smiling,1
1438,new ubersocial iphone app store includes uberguide sxsw sponsored mashable link,1
6541,google set launch new social network circles today sxsw,1
7456,cunning apple keeping ipad2 popup store open late next sxsw parties impulsive late night purchases regrets here..,2
7792,n22 opportunity knocks link codes valid :59p // infektd sxsw necro,1
8178,lazers display tonite link gsdm google industry party link sxsw,1
4469,correction cab driver well prepared sxsw got laptop blackberry iphone dashboard got regular cell,1
8016,sxsw fmsignal marissa mayer google announces check ins interview john battelle link,1
2339,sxsw enchantment like saying please register google hahah,1
6615,tweet register exclusive passes events parties ipad sxsw liberty and/ free sxswpass,1
680,tim soo invisible instruments jaw dropping iphone+wii controller link lovemusicapi sxsw,2
6669,appears apple opening pop store austin sxsw employees trying hide beechwood tables gave away,1
6034,horror stories women tech link sxsw 9to5,1
5755,full sxsw touchingstories presentation link,1
4671,listening 'congo ipanemas via discovr app iphone link live sxsw,1
8772,eventful day earthquake tsunami ipad plus sxsw.. link,1
6127,ipad design headaches take two tablets call panel excited hear live sxsw,1
8850,tired waiting line stores best buy austin announces ipad2 sale today sxswinfo sxsw,1
4806,smart entrepreneur would set -line consignment shop help sell outdated ipad1 units sxsw link,1
1607,walked industry party gsdm google austin sxsw,1
704,check iphone developer meet sxsw link sxsw,2
828,google launching social network definitely sxsw rumor still .. link googlecircles,1
7262,anyone know sxsw apple store still ipads,1
3749,good point love sxsw apple comes cool technology conferences,2
4658,apple opening downtown austin pop store sxsw even begins apple wins sxsw link,2
8426,chances buy ipad sxsw unless already got one way,1
8099,start google doodles burning man pac-man beyond let ser get new ideas sapo sxsw,1
5174,everyone already one anti-theft protection leave laptop ipad get latte sxsw,1
8330,lotta hipsters could meet guy fedora ipad assistant stage sxsw,1
7152,tech even begins apple wins sxsw link,2
5083,link hear apple opening temporary store sxsw via,2
7190,sxsw folks taking notes ipad sure download dan bricklin app notetaker really sweet thanks,2
3876,google launch major new social network called circles possibly today link sxsw,1
5214,apple setting pop- store austin sell bajillions ipad2s sxsw attendees link brilliant,2
5415,apple announces pop- store sxsw see take future pop- stores link client,1
8107,vestibule temp-apple store min wait ipad2 64g -- replenished supply sxsw,2
4618,google/bing search smackdown panel giant room enough chairs hope search floor-sitting sxsw,3
3426,lots chatter around google new social network circles sxsw -kek,1
1845,watching talk guy hired jony ive apple sxsw industrialdesign,1
6675,sound voice shot exploiting apple best buy -day return policy imacs brilliant sxsw,1
5590,cameron sinclair spearheads japan disaster relief sxsw via twitter iphone link,1
4606,tweeting sxsw pretty non existent today thanks iphone app fail hootsuite epic replacement owllove,0
8235,arrived google sxsw party awesome,2
1687,ipad lounge recharge see art ipad show daily sxsw austin details link,1
4659,apple opening pop- store austin sixth congress sxsw link ipad2,1
1943,virtualwallet sxsw paypal get physical goods cut apple gets software virtual goods,1
7469,original products device nuts sxsw ipad,3
1768,sxsw 2011 novelty ipad news apps fades fast among digital delegates link,1
3668,juts time sxsw group-texting war heats fast society launches new android app updates iphone app link,2
8565,got google party speakeasy free drinks food coming sxsw,1
5079,fyi.. breaking google launch major new social network called circles..today link via sxsw socialmedia,1
414,crazy big crowds sxsw apple store sxsw link,1
6959,woah dude sxsw gets branded tattoo exchange ipad really link think,1
8687,apple popup store sxsw link,1
6741,internet blurs link ipad fades link sxsw,1
4454,sitting floor behind guy fondling new ipad disturbing way sxsw,0
2199,giving away ipad panel wish luck sxsw,2
1508,world largest ipad sxsw link,2
7739,iphone version flipboard hopefully summer sxflip sxsw,2
7302,setting google gsdm sxsw party going -- zing check events sxsurrogates.com come,2
5588,calvin geek charlie sheen goddesses google sxsw,1
2009,lonely planet free guide austin link iphone sxsw,1
5909,google launch major new social network called circles possibly today link via sxsw,1
2430,apple 'popping sxsw setting temp sites link austin atx austinbusiness,1
5831,google launching products sxsw link,1
7553,seated turkey bowl armadillo kill list sxxpress passes acquired could buy ipad sxsw,2
3901,made press room got swag registered ipad hopefully get meet mike tyson sxsw,1
7974,still use tweetie mac running leopard pariah sxsw wish least android something make cool,2
3264,google might launch circles today sxsw link mobile491,1
8256,next life coming back ipad women keep hands thing sxsw,2
1876,win ipad sxsw via sxsw link,2
4400,way android party hewlitt packard badass thing goiing free food booze music love sxsw,1
893,hootsuite mobile sxsw updates iphone blackberry android shared paul link shared,1
8501,ipad tweeting riding thru 210 sxsw,2
1810,setup sxsw demo restaurant page sign download iphone app check link say sxswi,2
6987,yes updated iphone app song info stream +others also live video streaming sxsw link,2
1878,ipad hands exquisite sxsw,2
1907,best schwag seen sxsw battery charger iphone get one,2
5216,apple open pop store sxsw time ipad2 sales link,1
5962,decided need ipad usguys sxsw agree,2
4319,yup woke iphone finished recharging means got enough sleep last night right sxsw,1
3174,platform concertgoers launches android app time sxsw link sxsw link,1
6652,server challenge huge hit sxsw come booth 400 try hand win iphone bottle opener case beating mins,1
4502,anyone find makeshift apple store sxsw yet,2
161,apple sxsw store still ipad short lines,2
1221,according google marissa mayer future location augmented reality contextual discovery making smartphones smarter sxsw,1
4594,money money money .. apple heads sxsw sets temporary store austin link via,1
1674,goes search watch google seems coming launch sxsw,1
5655,dawn ipad app week early help prep sxsw link,2
4382,seattle sxsw peeps today replacement iphone hand back action,2
2762,iphone mute tags people conversations mobile sxsw notatsxsw,1
2434,discovered new conversation icebreaker hey new ipad yes .. sxsw social,2
6575,rumor apple opening temporary store downtown austin sxsw ipad launch link,1
2802,great blog latest news sxsw .. like opening apple store link sxsw2011,2
5108,sxsw really great social search probably good idea google,2
3470,personal guide austin sxsw link,1
1566,apple open temporary store friday scarbrough building 6th congress sxsw link,1
217,rumor monger good read google circles preview sxsw link via socbiz,2
4204,really need upgrade phone haha iphone apps probably need use sxsw link,2
5441,apple likes pay long gadget liked many closed system work pnid sxsw,1
8198,spotted sxsw man need ipad link sxswi,2
8975,piday google sxsw booth link,1
7550,thanks free drinks google sxsw speakeasy others link,2
4121,cool apple open temporary store sxsw link sxsw,2
2864,prefer news iphone ipad droid apps mobile apps sxsw,2
1251,listening australian knob celebrity journalist shoot -shoot -shoot iphone vid meeting celebs sxsw,1
6487,iphone apps using south southwest interactive link sxsw sxswi,1
9023,apparently google preferences see google thinks like seenocreepy sxsw,1
6538,google launching check service sxsw providing deals fmsignal sxswi,1
5648,coyne sxsw keep road link,1
3785,opens tech talk apple store whore pcs right crowd dig -carrie sxsw,1
1004,game play swsx.. spot non apple electronics sxsw,1
6030,hoot new blog post hootsuite mobile sxsw~updates iphone blackberry android link,1
6427,100 line apple pop- store everyone waiting ipads first guy arrived :30am degrees badges everywhere sxsw,1
3418,evolved novelty game essential utility link via sxsw,1
3260,google goggles location could tell example history building looking augmentedreality sxsw,2
1934,alive loving great talks jonathan dahl minimalistprogramming google marissa mayer marissagoogle sxsw,2
2030,great recap seemingly great sxsw session relive wonder google bing panel link,2
4016,facebook killers google circles announced sxsw interactive festival link google sxsw,1
1977,ipad sxsw thanks fxsw,2
600,grab latest sxsw link saytextson,1
5426,apple heads sxsw sets temporary store austin link,1
4337,good purchased ipad sxsw see people buying white one nice frame presentations reading,1
5546,even begins apple wins sxsw link,2
8803,ogilvy sxsw podcast channel open bizness itunes subscribe daily updates link,1
3257,getting new ipad sxsw flash apple store link,2
8921,anyone sxsw wan na bring back windows foam link microsoft,1
4976,ipad come sxsw badge,2
4236,valuable apple ipad apps top critical tasks managed uber ipad day sxsw link,1
3301,haha google serving pies sxsw booth,1
7920,"apple sets ,00-square-foot temporary store sxsw sell new ipads test potential link socialmedia ipad",1
7102,apple opening temporary store downtown austin sxsw ipad launch link source statesman.com,1
3187,line ipad2 pop apple store outlandish entire week sxsw,2
3401,aww yeah congrats winning last ipad case boyfriend smiling sxsw cbatsxsw,2
128,stacks ipad2 waiting bought sxsw got mine hassle apple handled perfectly link,2
1588,yay flipboard next platform iphone ceo says sxsw,2
7186,reason apple continued survival existence god enchantment sxsw sxswi,0
2231,marissa mayer google connect digital physical worlds mobile link sxsw,1
7600,google circles looms google nerds 'get social sxsw link via,1
491,photo far best sxsw accessory ipad followed closely margarita wink link,2
8967,started sxsw planning last night official ipad app.. solid resource still comes short scheduling,2
5878,google launch major new social network called circles possibly today link sxsw,1
411,check coyne updates sxsw link via,1
6626,win ipad2 signing link sxsw wantlet,1
5471,apple store downtown austin open til midnight sxsw,1
5169,apple likes pay apple likes barry diller sxsw acc ballroom pic link,1
8664,cnn launch everywhere service mobile google computers link sxsw via,1
7001,iphone apps keep grooving sxsw 2011 link via,2
5044,double fisting keynote sxsw apple link,1
4509,sxsw indieauthors sanders one author talked technology stories facebook/iphone showing stories,1
4356,new moose tracker google discusses importance location mobile link sxsw,1
8659,wish could head link 1pm cst today win vip access acoustic solo set sxsw tonight,1
52,link edchat musedchat sxsw sxswi classical newtwitter,1
3644,taking flight away big apple nyc nest barely hatched startups take flight sxsw link sxsw startups,1
7699,false alarm could google blushing google launch major new social network called circles link sxsw,1
2116,iphone crashed front sxsw apple pop- bestworstthingever,3
5949,great panel /guys google hotpot social recs def end recs discotalk sxsw sloanxsw,2
74,.. sxsw news yahoo.com loosing search traffic new site google.com doubt last tho weird name,1
7900,apple puts popup store sxsw hawk ipad think sell one two link,2
1373,-- gsd google..sitting tree link sxsw gsdm,1
5185,one thing sxsw good flash mobs hive-think apple wins sxsw ipad2 link,2
1762,google map usage mobile seeing demo new version mobile maps nice sxsw,2
1900,laugh loud gadgetzilla fun sxsw festival time god scared got netbook ipad droid,2
8362,sxsw quote day ipad interface design .. relatable discoverable ipad digital,1
6319,mingly apple day giveaway register win sxsw winning link,1
4668,apple opening temp store friday 6th congress sxsw link,1
6515,best thing heard weekend sxsw gave ipad money japan relief need ipad,2
1574,ran temporary apple store amy sxsw,1
2267,could big google launch major new social network called circles possibly today link tech sxsw,1
5783,going sxsw find could win tech prizes ipad iphone cases,1
3739,tried initiate carpooling ridonkulous taxi line geeks silent bet everyone would iphone app sxsw,1
5991,free sampler celebrate sxsw year including barton hollow link nice,1
3267,food4thought..juxtaposed ipad sxsw rocking lybian rebels thwarted gorgeous day japan reeling,2
6952,win free ipad webdoc.com sxsw,1
6753,ironic tee usurped ipad hipster/geek/start- chic fashion item year sxsw,2
3136,novelty ipad news apps fades fast among sxsw delegates link,0
2103,android party .. sxsw lustre pearl bar others link,1
5663,design ipad like design 101 class someone give talk assume ditch previous experience sxsw,1
3298,google products need condensed merissa mayor sxsw conference 2011 link,3
6054,yet walk conference room look like apple think nothing else sxsw,0
3507,apple ehphone available canada sxsw apple aphone canada,1
4639,ipad lounge free daily sxsw free coffee ipad art recharge refresh austin details link,2
3178,queueing ipads instead partying honestly geeks get grip ipad takes sxsw video link,1
3720,mayer making clear google going straight foursquare gowalla google hotpot sxsw,1
4969,mass google-zation ranking /indexing educational assets lost sea uncatalogued materials present futureofed gsdm sxsw,1
6832,updated npr music iphone app song info songs live video streaming time sxsw link,2
1335,disgusted iphone battery life already blackberry going strong sxsw,0
2656,average google maps sees users come mobile devices becoming connected sxsw donline,1
8711,packed house google/bing search rankings hope catfight sxsw qagb,2
3711,good morning everybody ipad takes sxsw video link via mashable apple,2
1590,great meet meetup post new sxsw medical apps link sxswh hcsm,1
7015,phones around blackberry iphone android distant third sxsw,1
5781,going sxsw checkin friends austin location-based apps link iphone,1
4102,gsdm google party hook sxsw link,2
2364,google social network circles coming today sxsw link,1
1264,available today mobile apps iphone android blackberry windowsmobile facebook info link sxsw,1
2026,idea time apple store sxsw closes tonight,1
4260,atomic tom rocked cnn grill party brooklyn google also food drinks fantastic sxsw sxswi,1
8263,got custome iphone case sxsw artwork favorite blackbook piece link,2
6816,traveling sxsw ipad //2011,1
3940,would give apple stock like slim link sxsw,2
860,geeky love apple opening temporary store downtown austin sxsw ipad launch link,2
177,winning picture android google sxsw link,2
6418,oo apple rumored opening temporary store sxsw link,2
6617,walking pop- apple store like walking future ipad type computer sxsw,1
623,google host developer day sxsw link sxsw,1
5299,sxsw need best android dev html5/ issue need solving quickly handsome reward love grabs,1
6199,friendly reminder sxsw attendees talk text film slap steal ipad,1
4161,line apple pop- store austin opens sxsw link,1
1145,view back line get league extraordinary hackers google event sxsw link,1
3763,agencies push google directions never would gone says creative lab strategy director sxsw,2
5444,apple opened pop- store sxsw release ipad quite scene geek power link,2
1627,send early app access ios android glad team help sxsw,1
2596,white ipad2 64gig wifi available austin sxsw apple popup store right wait,2
2785,getting ready mom ipad designing boomers link sxsw,1
3800,hey app download android app market heads sxsw,0
4704,wow spending minute sxsw line apple popup store sxsw link,1
1132,attending party sxsw interested people wiings,1
2824,updated iphone app song info select streams incl live video streaming time sxsw link,2
8502,attn apple opening temporary store downtown austin sxsw ipad launch link,1
3473,hey mark sleep sxsw bring home shiny new ipad would smiling,2
4893,talking social media monitoring platforms sm2 radian6 google analytics smmnextgen sxsw -- right line convo last night,1
4209,really hoping sxsw would bring android version well maybe someday.. long time,0
7126,looking iphone app manages multiple accounts allowing select follow lists suggestions sxsw,1
4222,awesome lost colleague left iphone car fail sxsw,1
7826,watch sxsw link,1
3316,ipad design also checkout project magazine guardian eyewitness zinio interesting concept ref ipad magazines sxsw,1
3393,wow much hirer expected google maps use mobile sxsw,2
851,google looking social signals search results qagb sxsw,1
1679,hoping blackberry sprint popup store opens get xtra battery yes still sprint blackberry sxsw apple,1
1177,ipad star gadget sxsw link sxsw,2
2579,kinda giddy theindustryparty google gsdm finally fun comes non swsurrogates sxsw notpouting,2
7028,tons good music free sxsw sampler via link,1
3855,biyt email like google voice email loveit sxsw startupbus,3
2782,getting ready session designing ipad interfaces lynn teo ballroom austin convention center sxsw,1
8696,another super smart move apple link temporary store sxsw apple sxsw,2
9040,google trying fill void local information hotpot biz claim provide photos info sxsw,1
5365,browserwars panel without apple like sxsw without parties,2
5394,another great panel hilton austin left brain search google right brain search sxsw,2
5454,apple plans keep austin wired opening pop- apple store sxsw link,1
7837,apple temporary retail store sxsw sweet ipad2,2
3161,hope filtering intuitive via google launch major new social network called circles.. link sxsw,1
2925,suspense google launch major new social network called circles possibly today link sxsw,2
1743,going sxsw google map free hotspots link warning 2009,1
5017,someone going ask bing copying google search results qagb sxsw seo,1
6346,new ubersocial iphone app store includes uberguide sxsw sponsored mashabl cont link,1
3685,cameron sinclair spearheads japan disaster relief sxsw via twitter iphone link socialmedia philanthropy,1
4805,walking pop- apple store like walking future ipad type computer sxsw,2
6978,yayrt new ubersocial iphone app store includes uberguide sxsw sponsored mashable link,1
8027,smartypants getting ipad couple minutes thanks widfy sxsw,1
9022,way love 'all discuss apple-breeds midst pre- sxsw madness,2
5464,apple set open popup shop core sxsw action going sell ipad2 sxsw link // danger,1
862,love sxsw apple comes cool technology one ever heard conferences,2
9020,funny watching room full people hold ipad air take photo like room full tablets staring sxsw,3
8444,watching man game radisson waiting next talk ipad android sxsw,1
5218,austinites sxsw check iphone link,1
7695,need workspace book iphone link app sxsw virtualoffice,2
3085,hmm something seems amiss apple store gsdm sxsw welivehere apple store sxsw link,1
2612,ellen page appearance reduced iphone call hearts broken sxsw super,1
4663,apple opening pop- store austin sxsw link phew beginning panic thanks steve sxsw,2
3441,line apple store insane.. sxsw,1
3795,hey grill come create customizable iphone cases tweet sxsw,2
6930,said ipad photos apple store sxsw link,1
2091,gearing sxsw interactive trade show across google link,1
259,sxsw app iphone ridiculous personal planner next days,2
1434,dear sxsw matt cutts google may want provide larger room salon hilton sayin sxsw sxswi,1
3673,standing back iphone plugged laptop connect ready everything great one happy gsdm sxsw,1
3894,panelist texas observer called ipad lean back device sxsw newsapp 'mconfused,3
6764,hand judging pop- store constant line apple ipad2 clearly breaking sxsw,2
4221,looks like could get ipad2 link apple sxsw,2
1541,nice link killer shot got last night nokiaconnects concert sxsw,1
3676,100 line apple pop- store everyone waiting ipads first guy arrived :30am degrees badges everywhere sxsw,2
7419,pop- apple store sell ipad2 sxsw line insane link,1
8652,never thought sitting floor austin convention center best place plug iphone charger sxsw,1
2162,spasmatics rockin aclu google party sxsw,2
5165,google maps usage mobile marissa mayer sxsw,1
5586,buying ipad2 turn ipad1 apple store wipes clean donates schools mrs. jobs idea apple ipad2 sxsw,2
3188,life get ipad sync sessions partial iphone fine ipad deciding wants sxsw,0
7835,itunes free sxsw sampler featuring selection year performers link,1
7750,heading sxsw austin guide iphone free limited time link,1
6324,morning everyone ipad giveaway sxsw closes shortly need sign link enter,1
3786,new ubersocial iphone app store includes uberguide sxsw link,1
3374,meet guy bought first ipad sxsw apple pop- store link via,1
5887,google launch major new social network called circles possibly today link sxsw via,1
3235,eyeing grilled cheese stand session mom ipad designing boomers sxsw 4hb cheatday,1
5593,cameron sinclair spearheads japan disaster relief sxsw via twitter iphone link sxsw4jp archforhumanity,1
5918,google demo league extraordinary hackers cool stuff like web apps google sxsw lxh,2
6156,ipad decks killing sxsw,1
7958,saw going sxsw download groundlink app ride limo austin link see booth 437,1
4174,going listen former coworker speak trip mars nasa ipad time sxsw,1
7640,whoa dude front using google wave sxsw xplat,2
1095,social sites like delicious often better results google bing qagb sxsw,0
879,great mental image people session taking photos ipad air.. doingitwrong sxsw,2
7933,epicurious flipboard cnn wired moma examples good ipad design sxsw link,2
4481,gon na leave sxsw tomorrow 5pm purchase ipad2 map store link,1
5554,best brand marketing sxsw solar powered carousel rock roll trailer park apple ipad2 pop- shop,2
990,attending panel better living cloud computing presented google jon wiley sxsw,1
2263,blackberry apps sxsw pls let know..cheers..will iphone too.. smiling,3
2304,.. law averages better buzz google circles __ sxsw,2
1149,following buzz hee hee google drip feeding information facebook rival circles sxsw,1
5652,dancing google 80s party.. truth need girl joint sxsw link,1
7020,6th congress dude creatively saving ipad URL sxsw link,2
1288,want use video sxsw talk today need able download ipad know link,1
1624,shame confirmed apple store week popup austin sxsw ./v7jwekn gave credit,1
1275,apple two austin stores week downtown presence changes sxsw popup store link,2
3406,less hours apple store link line link sxsw ipad2,1
3435,free itunes store tracks sxsw featured artists.. link grab gone.. thanks apple,2
894,hootsuite mobile sxsw updates iphone blackberry android whether getting friendly .. link,1
5937,google route around traffic function saves users years every day marissa mayer sxsw,2
7625,making sure packed everything need sxsw iphone ipad chargers business cards pants missing anything,1
7677,sxsw tried days ipad macbook pro experiment heart real keyboard,0
7972,socialmuse android available genius lookalike music listening appcircus sxsw,2
7531,watch ears austin convention center today fam.. showing new iphone game sxsw,2
2451,headed sxsw hear talk integrated social network dynamics team synergy got ipad ready,2
6941,google reveal new social network called circles google facebook twitter sxsw link via,1
4720,know time iphone blackberry camera hotel clock say different times austin texas sxsw -- time,1
3205,close front ipad2 line sxsw apple popup store,1
1935,sudden realization session news publishers questions ipad design share ideas via app store sxsw sxswi,1
8450,enjoying rooftop terrace speakeasy reassured 'extraordinary hacking google meant soft couches bar sxsw,1
4374,really tempted get ipad sxsw,2
2598,dgtltribe sxsw openbeta6 ipad give-away fantastic going squeeze ..,2
2415,bjdproductions apple heads sxsw sets temporary store austin link tech,1
4387,put first sticker mac signing iphone beta sxsw link,1
7366,300 people line apple store downtown austin ipad2 sxsw,1
8474,time next week google party sxsw,2
5826,google hotpot= yelp killer impressive integration personalized recommendations really fast sxsw,2
4442,billion miles year driven google navigation mobile sxsw,1
4950,google maps usage mobile 150 million mobile users sxsw via,2
1548,google circles indeed going sxsw likely release google may,1
6861,walkin street navigating via google tweeting random guy yelping welcome sxsw usguys,1
3457,hear designing ipad interfaces new navigation schemas sxsw link uxdes,1
3476,hey sxsw life gives food poisoning pitch food poisoning iphone app passing venture capitalist,1
8352,guy gets tattooed company logo win ipad .. link sxsw,2
4143,barry diller newsbeast merger might work barry diller.. link news barry_diller iac newsweek sxsw cyber iphone,1
3900,love google said want know sxsw,1
7154,pop stores popping everywhere confirmed apple store week popup austin sxsw cont link,1
2400,egyptian content flood google put two servers web came back sxsw sxswsa,1
3586,dang touched ipad want *sigh* sxsw,2
1161,unloading ipads link sxsw apple ipad2,1
7921,apple sets 500 sqft store sxsw sell ipad2 link,1
7869,iphone gps messed thinks yonkers almost good sxsw link,0
8587,google hotpot- rate restaurants get personalized recos eat think foursquare yelp etc covered already sxsw,2
1136,pre-order 'humorous bees catch month link sxsw,1
718,gamesalad topic dutch podcast link gssxsw sxsw sxsw2011 sxswnl,1
3389,lunch cnngrill view html5 dev trenches android painful ios sleek sxsw,0
6730,sxsw apple pop- store nuts still packed link,1
1485,begins.. story cool sxsw app also apple launching ipad temp store stay tuned.. love sxsw,2
6570,rumor apple opening temporary store downtown austin sxsw ipad2 launch link,2
786,google launch major new social network called circles possibly today link sxsw,1
7848,qrafter better paid free code apps scan vcards also download qrcode iphone sxsw,2
5681,domo ios android got released domo tonchidot boom sxsw,1
6406,come building custom maps google maps night sxsw organize party itineraries productive,1
8015,design baby boomers john mcree ipad design sxsw yourmom,3
7954,san listen others saying happens ihearnetwork android sxsw yoroshiku onegai itashimasu,1
2931,** love apple pop- store sxsw .. one question bring trucks signal please say yes,2
8866,sxsw crowd swarms ipad2 launch link via sxsw2011 apple,2
7422,rumor apple set temporary store ipad2 release near sxsw convention center downtown austin link sxsw ipad2,1
3382,technology apple saves sxsw set open pop- store despite two austin texas locations .. link tech,2
7782,true best hungry sxsw tip mekong river great vietnamese link 6th till 11pm via,1
3024,texas observer tomlinson says would double revenue per issue ipad subscriptions newsapps sxsw,2
1170,used ipad help brits find hotel austin gooddeed sxsw winning,2
7548,sxsw csr reporting janecek microsoft gives charity apple gives nothing everyone room iphone drives decision,0
2376,pretty excited iphone stop working sxsw,0
8415,sxsw folks pretty kool-aid-drinking bunch think android tablets hardcore linux nerds let know,1
8101,sxsw startup elevator pitches minutes ogilvy sydney sxsw podcast ep5 ausxsw link,1
6451,post sxswi 2011. day bpm sxsw link -surprised run bpm folks pop- apple store,1
1127,wait 6th congress get ipad apple opening pop- store austin sxsw tcrn./eb5fjs,1
4609,like seeing applying technology art project sxsw,1
1745,going sxsw need lift airport register free shuttle link,1
7021,google disavowal planned launch sxsw,1
3679,wandered google doodles presentation see presenting fun sxsw,2
1641,apple android things going tomorrow sxsw,1
4485,testing ncaa mmod ipad app sxsw session flawless livesteam bracket show atrix makes sense mute though,2
7304,slap face link codes valid :59p // infektd sxsw necro,1
3867,discovr available iphone thanks sxsw,2
2867,sitting behind dude barcode tattoo neck controlling urge scan iphone sxsw,1
1825,line front secret apple ipad store congress ave long line sbux longer sxsw,1
3220,mullenweg admits iphone app wordpress good yet true respect honesty awareness sxsw,0
4814,ipad envy greater waa sxsw,2
