tweet_id,tweet,sentiment
5398,any ipad djs here need one for 3am tuesday- douche bags need not apply- sxsw,1
2491,all packed few too many apple devices alarm set for :15am see sxsw psyched meet finally many you guys,2
1993,check and offers through google cool link sxsw,2
6275,looks very interesting google launch major new social network called circles possibly today link sxsw,2
1178,went the whole day /out laptop just used ipad things missed ftp cloudapp fast typing skype ipad sxsw,0
3628,find out you are stupid with our stupid game for you ipad currently special sxsw sale link,1
328,overheard sxsw google doesn launch products other people events,1
7112,mayer people drive 12bn+ miles year using google maps navigation whither sat nav sxsw,1
5838,google launches geo-social 'offers sxsw link deferomobile,1
6895,giving away shiny ipad sxsw quotables simply sign entered automatically link ipad2 sxsw,1
3550,heard the downtown location sold merchandise last night sxsw apple ipad2,1
885,bummed miss sxsw this year but all quarantined with the same kiddie cold and have garageband ipad comfort,2
2007,lonely planet has made the austin guide free for sxsw grab you never know when you will need link,1
8697,sxsw groupme says going global first adds new social features link android iphone sms stevemartocci sxsw,1
2989,time warner cable roll ipad app with live march link entry friends house sxsw,1
8312,sxsw post-mobile social party link via you could win photography gear ipad,1
5537,awesome new version for iphone and new web site coming after sxsw want demo meet with sxsw pls,2
1569,download and let one this sweet link love the vid via sxsw,1
1415,nice move apple set open popup shop core sxsw action link,2
8983,the motley fool google prepares for its fight with facebook circles may not have appeared sxsw but its way link,1
5058,'google lost its way caring too much for the business the users psych sxsw,0
6831,update recco link which sxsw panels/parties are def good times follow friends who been there before you newbie,1
579,google launch major new social network called circles possibly today link sxsw dejavu all over again,1
1666,only seen one ipad sxsw far then audience members raise their ipad,1
1843,just rumor.. google launch major new social network called circles possibly today link sxsw,1
529,tessie frontwoman for intimate stranger has ink the most painful places get ink respect location link sxsw,1
3760,the future contextual discovery nice way articulating the intersection social mobile and search sxsw,1
7433,google reportedly unveil new social network called circles likely launch may link googlecircles googleme sxsw,1
2522,sxsw tradeshow floor engage our multi-touch interactive wall take part augmented reality and enter win ipad,1
3484,sxsw fashion essential photo iphone with,1
7372,awesome iphone charging lockers the registrant lounge sxsw link,2
1488,brilliant.. hope they have plenty ipads.. apple open pop- shop sxsw report link sxsw,2
3967,launchrock and vencorps want give 30k the best startups sxsw link,1
2435,composed tweet acerbic and cynical about ipad users that phone crashed and dumped all apps twitterpower sxsw imthatgood,0
6087,sxsw taught anything its that want ipad and dont know why,2
4542,does anyone have news from sxsw other than the ipad must-have course link,2
624,-minus hours social media mavens start performing degrading sex acts for iphone charge sxsw,1
3404,haha for which the iphone sxsw,1
3850,about talk about the mistakes made building netflix for the iphone sxsw netflixiphone,0
1804,say booths this tradeshow are waffling off ipad about the same portion have reps dressed crazy characters sxsw,1
2937,ipad2 apple store sxsw photos thanks link,1
4855,google launch major new social network called circles possibly today link sxsw,1
2417,bjdproductions apple opening pop- store austin for sxsw geekfest apple link tech,1
3536,any thoughts the path iphone photo app sxsw iphoneography mobilephotography,1
1779,heck /being sick apple supposedly setting mini-store sxsw have now feeling plan,1
6129,line what might very well the popup apple store austin sxsw ipad2,1
489,4sq sees facebook and google competition via checkins sxsw,1
2296,google labs fusion tables made election day foursquare visualization possible sxsw,2
3269,tech lightbox_photos wants your new android camera app sxsw sad although android adoption .. link technology,2
4274,google marissa mayer the location-based 'fast fun and future link sxsw sxswi,2
180,"you spent ,00+ come sxsw you already used ipad the wait couple city blocks why ipad2 sxsw link",0
4711,there nothing quite like sxsw make you want ipad desperately almost drooling the guy next,2
51,link -- help forward this doc all anonymous accounts techies people who can help jam libya sxsw,1
5252,social too important for google screw with big launch circus link via sxsw,1
7204,you thought people spent lot time staring their iphone last year sxsw ..just wait,1
4583,google new social network circles being announced today sxsw,1
7077,apple open pop- shop sxsw report link sxsw,1
5399,any ipad2 left the apple store sxsw anyone know smiling,1
1438,new ubersocial for iphone now the app store includes uberguide sxsw sponsored mashable link,1
6541,google set launch new social network circles today sxsw,1
7456,cunning apple keeping the ipad2 popup store open late next sxsw parties for impulsive late night purchases regrets here..,2
7792,n22 opportunity knocks link codes valid :59p // infektd sxsw necro,1
8178,lazers display tonite link gsdm google industry party link sxsw,1
4469,correction our cab driver well prepared for sxsw got laptop blackberry and iphone his dashboard got regular cell,1
8016,sxsw fmsignal marissa mayer from google announces check ins interview with john battelle link,1
2339,sxsw enchantment like saying please don register just google hahah,1
6615,tweet this register for exclusive passes events parties ipad during sxsw liberty and/ free sxswpass,1
680,tim soo invisible instruments are jaw dropping iphone+wii controller link lovemusicapi sxsw,2
6669,appears apple opening pop store austin for sxsw the employees were trying hide the beechwood tables gave away,1
6034,horror stories from women tech link sxsw 9to5,1
5755,full sxsw touchingstories presentation link,1
4671,listening 'congo ipanemas via the discovr app iphone link live from sxsw,1
8772,such eventful day earthquake tsunami and ipad plus sxsw.. link,1
6127,ipad design headaches take two tablets call the panel excited hear live sxsw,1
8850,tired waiting line stores best buy austin announces ipad2 sale today sxswinfo sxsw,1
4806,smart entrepreneur would set -line consignment shop help sell off all those outdated ipad1 units sxsw link,1
1607,just walked the industry party gsdm google austin sxsw,1
704,check out iphone developer meet sxsw link sxsw,2
828,google launching its own social network definitely not sxsw but rumor still has .. link googlecircles,1
7262,anyone know sxsw apple store still has ipads,1
3749,good point love sxsw apple comes with cool technology because they don conferences,2
4658,apple opening downtown austin pop store for sxsw before even begins apple wins sxsw link,2
8426,what are the chances that will not buy ipad sxsw unless already got one the way,1
8099,about start google doodles burning man pac-man and beyond let ser get new ideas for sapo sxsw,1
5174,everyone here already has one not anti-theft protection when you leave your laptop ipad get your latte sxsw,1
8330,lotta hipsters here you could meet guy fedora with ipad his assistant the stage sxsw,1
7152,tech before even begins apple wins sxsw link,2
5083,link did you hear apple opening temporary store just for sxsw via,2
7190,for all you sxsw folks taking notes your ipad sure download dan bricklin app notetaker really sweet thanks,2
3876,that google launch major new social network called circles possibly today link sxsw,1
5214,apple setting pop- store austin sell bajillions ipad2s sxsw attendees link brilliant,2
5415,apple announces pop- store sxsw see our take the future pop- stores here link client,1
8107,the vestibule the temp-apple store min wait for ipad2 64g -- they replenished the supply sxsw,2
4618,google/bing search smackdown panel giant room with not enough chairs hope you have search for floor-sitting sxsw,3
3426,lots chatter around google new social network circles sxsw -kek,1
1845,watching talk the guy who hired jony ive into apple sxsw industrialdesign,1
6675,sound voice was shot exploiting apple best buy -day return policy imacs brilliant sxsw,1
5590,cameron sinclair spearheads japan disaster relief from sxsw via twitter iphone link,1
4606,tweeting from sxsw been pretty non existent today thanks the iphone app fail hootsuite the epic replacement owllove,0
8235,arrived google and sxsw party awesome,2
1687,ipad lounge recharge while you see art from the ipad show daily for sxsw austin details link,1
4659,apple opening pop- store austin sixth congress for sxsw link ipad2,1
1943,virtualwallet sxsw paypal get physical goods cut apple gets their software and virtual goods,1
7469,original products for device nuts sxsw the ipad,3
1768,sxsw 2011 novelty ipad news apps fades fast among digital delegates link,1
3668,juts time for sxsw group-texting war heats fast society launches new android app updates iphone app link,2
8565,just got the google party speakeasy free drinks and food coming out sxsw,1
5079,just fyi.. breaking google launch major new social network called circles..today link via sxsw socialmedia,1
414,crazy big crowds now sxsw apple store sxsw link,1
6959,woah dude sxsw gets branded tattoo exchange for ipad really link what you think,1
8687,apple popup store sxsw link,1
6741,the internet blurs link the ipad fades link sxsw,1
4454,sitting the floor behind guy who fondling his new ipad very disturbing way sxsw,0
2199,giving away ipad this panel wish luck sxsw,2
1508,the world largest ipad sxsw link,2
7739,iphone version flipboard hopefully out this summer sxflip sxsw,2
7302,setting for the google gsdm sxsw party going -- zing check out events sxsurrogates.com and come out,2
5588,calvin now the geek charlie sheen with his goddesses google sxsw,1
2009,lonely planet free guide austin link iphone sxsw,1
5909,google launch major new social network called circles possibly today link via sxsw,1
2430,apple and are 'popping for sxsw both setting temp sites link austin atx austinbusiness,1
5831,google not launching any products sxsw link,1
7553,seated for turkey bowl armadillo kill list sxxpress passes acquired now could only buy ipad sxsw,2
3901,has made into the press room got the swag and registered for ipad hopefully get meet mike tyson and sxsw,1
7974,still use tweetie for mac running leopard pariah sxsw wish least had android something make cool,2
3264,google might launch circles today sxsw link mobile491,1
8256,next life coming back ipad women can keep their hands off this thing sxsw,2
1876,win ipad sxsw via sxsw link,2
4400,was way here for the android party but hewlitt packard has badass thing goiing with free food and booze and music love sxsw,1
893,hootsuite mobile for sxsw updates for iphone blackberry android shared paul link shared,1
8501,ipad tweeting riding thru the 210 sxsw,2
1810,setup sxsw demo restaurant page sign download our iphone app check out link say sxswi,2
6987,yes updated iphone app has song info stream +others also live video streaming for sxsw link,2
1878,has ipad his hands and exquisite sxsw,2
1907,best schwag seen sxsw the battery charger for your iphone how get one,2
5216,apple open pop store sxsw time for ipad2 sales link,1
5962,have decided need ipad usguys sxsw agree you,2
4319,yup woke before iphone finished recharging that means got enough sleep last night right sxsw,1
3174,platform for concertgoers launches android app time for sxsw link sxsw link,1
6652,server challenge huge hit sxsw come booth 400 try your hand win iphone bottle opener case beating mins,1
4502,anyone find the makeshift apple store sxsw yet,2
161,the apple sxsw store still has ipad and short lines,2
1221,according google marissa mayer future location augmented reality contextual discovery making smartphones smarter sxsw,1
4594,money money money .. apple heads sxsw sets temporary store austin link via,1
1674,there goes search watch out google seems coming after you launch sxsw,1
5655,dawn ipad app the week early help you prep for sxsw link,2
4382,what are seattle sxsw peeps today replacement iphone hand back action,2
2762,iphone mute tags people conversations does for those mobile sxsw notatsxsw,1
2434,discovered new conversation icebreaker hey that the new ipad why yes .. sxsw social,2
6575,not rumor apple opening temporary store downtown austin for sxsw and the ipad launch link,1
2802,what great blog the latest news sxsw .. like the opening apple store link sxsw2011,2
5108,sxsw having really great social search probably very good idea for google,2
3470,here your personal guide austin for sxsw link,1
1566,apple open temporary store friday the scarbrough building 6th and congress sxsw link,1
217,not rumor monger but this was good read google circles preview sxsw link via socbiz,2
4204,really need upgrade phone haha iphone apps you probably need and use during sxsw link,2
5441,apple likes when you pay them long the gadget will liked many this closed system will work pnid sxsw,1
8198,spotted sxsw man need ipad link sxswi,2
8975,its piday the google sxsw booth link,1
7550,thanks for the free drinks google sxsw speakeasy others link,2
4121,cool apple open temporary store sxsw link sxsw,2
2864,you prefer your news iphone ipad droid has apps for that all mobile apps now sxsw,2
1251,listening some australian knob celebrity journalist shoot and -shoot and -shoot his iphone vid about meeting the celebs sxsw,1
6487,iphone apps using south southwest interactive link sxsw sxswi,1
9023,apparently you google preferences and you see what google thinks you like seenocreepy sxsw,1
6538,google launching check service sxsw and providing deals fmsignal sxswi,1
5648,coyne very own and are sxsw here how keep with them while they the road link,1
3785,and opens with some tech talk the apple store and whore pcs right crowd they dig -carrie sxsw,1
1004,game play swsx.. spot non apple electronics sxsw,1
6030,hoot new blog post hootsuite mobile for sxsw~updates for iphone blackberry android link,1
6427,over 100 line apple pop- store everyone waiting for ipads first guy arrived :30am degrees then badges everywhere sxsw,1
3418,has evolved from novelty game essential utility what now link via sxsw,1
3260,google goggles location could tell you for example the history building you are looking augmentedreality sxsw,2
1934,alive and loving great talks from jonathan dahl minimalistprogramming and google marissa mayer marissagoogle sxsw,2
2030,great recap seemingly great sxsw session relive the wonder that was the google bing panel link,2
4016,facebook killers google circles announced sxsw interactive festival link google sxsw,1
1977,just won ipad sxsw thanks fxsw,2
600,grab the latest before sxsw link saytextson,1
5426,apple heads sxsw sets temporary store austin link,1
4337,good those that purchased ipad sxsw see more people buying white one why nice frame for presentations reading,1
5546,before even begins apple wins sxsw link,2
8803,the ogilvy sxsw podcast channel now open for bizness itunes subscribe for daily updates link,1
3257,getting his new ipad the sxsw flash apple store link,2
8921,anyone down sxsw wan na bring back windows foam link microsoft,1
4976,does the ipad come with sxsw badge,2
4236,most valuable apple ipad apps top critical tasks managed uber all ipad all day sxsw link,1
3301,haha google serving pies the sxsw booth,1
7920,"apple sets ,00-square-foot temporary store sxsw sell new ipads test potential link socialmedia ipad",1
7102,apple opening temporary store downtown austin for sxsw ipad launch link source statesman.com,1
3187,the line for the ipad2 the pop apple store has been outlandish the entire week sxsw,2
3401,aww yeah congrats winning the last ipad case for her boyfriend smiling sxsw cbatsxsw,2
128,stacks ipad2 waiting bought sxsw got mine hassle all apple handled this perfectly link,2
1588,yay flipboard next platform will the iphone ceo says sxsw,2
7186,other reason for apple continued survival than the existence god enchantment sxsw sxswi,0
2231,marissa mayer google will connect the digital physical worlds through mobile link sxsw,1
7600,google circles looms but google nerds 'get social sxsw link via,1
491,photo far the best sxsw accessory ipad followed closely margarita wink link,2
8967,started sxsw planning last night with the official ipad app.. solid resource but still comes short for scheduling,2
5878,google launch major new social network called circles possibly today link sxsw,1
411,check out coyne updates from sxsw link via,1
6626,win ipad2 signing here link sxsw wantlet,1
5471,apple store downtown austin open til midnight sxsw,1
5169,apple likes you pay them that what apple likes barry diller sxsw acc ballroom pic link,1
8664,cnn launch everywhere service for mobile google and computers link sxsw via,1
7001,these iphone apps will keep you grooving sxsw 2011 link via,2
5044,double fisting the keynote sxsw apple link,1
4509,sxsw indieauthors sanders one author talked about technology their stories why isn facebook/iphone showing stories,1
4356,new from moose tracker google discusses the importance location with mobile link sxsw,1
8659,wish could head over link 1pm cst today win vip access acoustic solo set sxsw tonight,1
52,what link edchat musedchat sxsw sxswi classical newtwitter,1
3644,taking flight away from big apple nyc nest barely hatched startups take flight sxsw link sxsw startups,1
7699,false alarm but could google blushing google launch major new social network called circles link sxsw,1
2116,iphone crashed front sxsw apple pop- bestworstthingever,3
5949,great panel /guys google hotpot social recs def not the end for recs discotalk sxsw sloanxsw,2
74,.. sxsw news yahoo.com loosing search traffic new site google.com doubt will last tho that weird name,1
7900,apple puts popup store sxsw hawk ipad think they sell one two link,2
1373,-- gsd and google..sitting tree link sxsw gsdm,1
5185,there one thing sxsw good for flash mobs and hive-think apple wins again sxsw ipad2 link,2
1762,google map usage mobile seeing demo new version mobile maps nice sxsw,2
1900,laugh out loud you are gadgetzilla have fun sxsw festival time god scared got netbook ipad droid,2
8362,sxsw quote the day ipad interface design .. not relatable discoverable ipad digital,1
6319,mingly apple day giveaway register win sxsw winning link,1
4668,apple opening temp store friday 6th congress during sxsw link,1
6515,best thing heard this weekend sxsw gave ipad money japan relief don need ipad,2
1574,ran into the temporary apple store with and amy sxsw,1
2267,could big google launch major new social network called circles possibly today link tech sxsw,1
5783,going sxsw find and you could win some tech prizes such ipad iphone cases,1
3739,tried initiate carpooling ridonkulous taxi line geeks all silent bet everyone would there was iphone app for sxsw,1
5991,here free sampler celebrate sxsw this year including barton hollow link nice,1
3267,food4thought..juxtaposed ipad sxsw rocking lybian rebels are thwarted gorgeous day japan reeling,2
6952,win free ipad from webdoc.com sxsw,1
6753,the ironic tee has been usurped the ipad the hipster/geek/start- chic fashion item this year sxsw,2
3136,novelty ipad news apps fades fast among sxsw delegates link,0
2103,android party .. sxsw lustre pearl bar others link,1
5663,design for ipad like design 101 class will someone give talk and assume that didn all ditch our previous experience sxsw,1
3298,google products need condensed merissa mayor sxsw conference 2011 link,3
6054,have yet walk into conference room where doesn look like apple you think there was nothing else sxsw,0
3507,apple ehphone now available only canada sxsw apple aphone canada,1
4639,ipad lounge free daily for sxsw free coffee ipad art recharge refresh austin details link,2
3178,queueing for ipads instead partying honestly geeks get grip the ipad takes over sxsw video link,1
3720,mayer making clear that google are going straight after foursquare gowalla with google hotpot sxsw,1
4969,mass google-zation ranking /indexing educational assets the lost sea uncatalogued materials present futureofed gsdm sxsw,1
6832,updated npr music iphone app has song info for all songs live video streaming just time for sxsw link,2
1335,disgusted with iphone battery life already down while blackberry going strong sxsw,0
2656,average google maps sees its users come from mobile devices are becoming more connected sxsw donline,1
8711,packed house for google/bing search rankings hope catfight sxsw qagb,2
3711,good morning everybody the ipad takes over sxsw video link via mashable apple,2
1590,great meet you meetup this the post about our new sxsw medical apps link sxswh hcsm,1
7015,the phones around are blackberry iphone and android distant third sxsw,1
5781,going sxsw checkin with friends while you austin with these location-based apps link iphone,1
4102,gsdm google party off the hook sxsw link,2
2364,google social network circles coming today sxsw link,1
1264,available today mobile apps for iphone android blackberry and windowsmobile facebook more info link sxsw,1
2026,any idea what time the apple store sxsw closes tonight,1
4260,atomic tom rocked the cnn grill party they from brooklyn google them also the food and drinks are fantastic sxsw sxswi,1
8263,just got custome iphone case from sxsw the artwork favorite blackbook piece link,2
6816,traveling sxsw with your ipad //2011,1
3940,would give apple stock more like slim link sxsw,2
860,geeky love apple opening temporary store downtown austin for sxsw and the ipad launch link,2
177,this winning picture android google sxsw link,2
6418,oo apple rumored opening temporary store sxsw link,2
6617,walking into the pop- apple store like walking into future where the ipad the only type computer sxsw,1
623,google host developer day sxsw link sxsw,1
5299,sxsw need the best android dev here html5/ issue need solving quickly handsome reward and love for grabs,1
6199,just friendly reminder for sxsw attendees you talk text during film will slap you steal your ipad,1
4161,line apple pop- store austin opens sxsw link,1
1145,view from the back the line get into league extraordinary hackers google event sxsw link,1
3763,agencies push google directions they never would have gone says creative lab strategy director sxsw,2
5444,apple opened pop- store sxsw for the release the ipad and was quite scene geek power link,2
1627,send over early app access for ios android glad the team help out sxsw,1
2596,only white ipad2 64gig wifi available austin sxsw apple popup store right now but wait,2
2785,getting ready for your mom has ipad designing for boomers link sxsw,1
3800,hey your app won download from the android app market just heads sxsw,0
4704,wow not spending minute more sxsw line than have apple popup store sxsw link,1
1132,attending the party sxsw with some very interested people wiings,1
2824,our updated iphone app has song info for select streams incl live video streaming time for sxsw link,2
8502,attn apple opening temporary store downtown austin for sxsw and the ipad launch link,1
3473,hey mark sleep for you sxsw bring home shiny new ipad would smiling,2
4893,talking social media monitoring platforms sm2 radian6 google analytics smmnextgen sxsw -- right line convo had last night,1
4209,was really hoping sxsw would bring android version well maybe someday.. long time from now,0
7126,looking for iphone app that manages multiple accounts allowing you select which you follow from and lists suggestions sxsw,1
4222,awesome lost colleague left iphone car fail sxsw,1
7826,watch this sxsw link,1
3316,ipad design also checkout project magazine guardian eyewitness zinio interesting concept ref ipad magazines sxsw,1
3393,wow much hirer than expected google maps use mobile sxsw,2
851,google looking social signals more and more for search results qagb sxsw,1
1679,hoping blackberry sprint popup store opens can get xtra battery yes still have sprint and blackberry sxsw apple,1
1177,ipad the star gadget sxsw link sxsw,2
2579,kinda giddy about theindustryparty with google more gsdm finally the fun comes non swsurrogates sxsw notpouting,2
7028,tons good music from and more this free sxsw sampler via link,1
3855,biyt for email like google voice for email loveit sxsw startupbus,3
2782,getting ready for session designing ipad interfaces lynn teo ballroom austin convention center sxsw,1
8696,another super smart move apple link temporary store sxsw apple sxsw,2
9040,google trying fill void for local information with hotpot you own biz claim and provide photos and more info sxsw,1
5365,browserwars panel without apple like sxsw without parties,2
5394,another great panel the hilton austin own left brain search google right brain search sxsw,2
5454,apple plans keep austin wired opening pop- apple store just for sxsw link,1
7837,apple has temporary retail store sxsw sweet ipad2,2
3161,hope its filtering will intuitive via google launch major new social network called circles.. link sxsw,1
2925,such suspense google launch major new social network called circles possibly today link sxsw,2
1743,going sxsw here google map free hotspots link warning from 2009,1
5017,when someone going ask why bing copying google search results qagb sxsw seo,1
6346,new ubersocial for iphone now app store includes uberguide sxsw sponsored mashabl cont link,1
3685,cameron sinclair spearheads japan disaster relief from sxsw via twitter iphone link socialmedia philanthropy,1
4805,walking into the pop- apple store like walking into future where the ipad the only type computer sxsw,2
6978,yayrt new ubersocial for iphone now the app store includes uberguide sxsw sponsored mashable link,1
8027,smartypants getting ipad couple minutes thanks widfy sxsw,1
9022,the way love that 'all are down discuss apple-breeds the midst all this pre- sxsw madness,2
5464,apple set open popup shop core sxsw action they going sell ipad2 sxsw link // danger,1
862,love sxsw apple comes with cool technology one ever heard because they don conferences,2
9020,funny watching room full people hold their ipad the air take photo like room full tablets staring you down sxsw,3
8444,watching the man you game the radisson while waiting for the next talk about the ipad android sxsw,1
5218,austinites sxsw and check out iphone link,1
7695,need workspace book from your iphone link app sxsw virtualoffice,2
3085,hmm something seems amiss the apple store gsdm sxsw welivehere apple store sxsw link,1
2612,ellen page appearance reduced iphone call hearts broken sxsw super,1
4663,apple opening pop- store austin for sxsw link phew was beginning panic thanks steve sxsw,2
3441,line the apple store insane.. sxsw,1
3795,hey the grill too why don you come you can create customizable iphone cases for tweet sxsw,2
6930,who said ipad photos apple store sxsw link,1
2091,are gearing for the sxsw interactive trade show are across from google link,1
259,the sxsw app for iphone ridiculous personal planner for the next days,2
1434,dear sxsw when you have matt cutts from google you may want provide larger room that salon hilton just sayin sxsw sxswi,1
3673,standing back iphone plugged laptop won connect but ready for everything great why one happy gsdm sxsw,1
3894,the panelist from texas observer called the ipad lean back device sxsw newsapp 'mconfused,3
6764,the other hand judging the pop- store constant line apple and the ipad2 are clearly breaking out sxsw,2
4221,looks like you could get your ipad2 here link apple sxsw,2
1541,nice link killer shot got last night the nokiaconnects concert for sxsw,1
3676,over 100 line apple pop- store everyone waiting for ipads first guy arrived :30am degrees then badges everywhere sxsw,2
7419,pop- apple store sell ipad2 sxsw the line insane link,1
8652,never thought sitting the floor the austin convention center but that the best place plug iphone charger sxsw,1
2162,the spasmatics are rockin the aclu google party sxsw,2
5165,all google maps usage mobile marissa mayer sxsw,1
5586,buying ipad2 turn you are ipad1 apple store wipes clean donates schools mrs. jobs idea apple ipad2 sxsw,2
3188,for the life can get ipad sync all the sessions only partial iphone fine ipad deciding what wants sxsw,0
7835,itunes has free sxsw sampler featuring selection this year performers link,1
7750,heading sxsw the austin guide for iphone free for limited time link,1
6324,morning everyone our ipad giveaway for sxsw closes shortly you just need sign link enter for,1
3786,new ubersocial for iphone now the app store includes uberguide sxsw link,1
3374,meet the guy who bought the first ipad the sxsw apple pop- store link via,1
5887,google launch major new social network called circles possibly today link sxsw via,1
3235,eyeing the grilled cheese stand for after this session your mom has ipad designing for boomers sxsw 4hb cheatday,1
5593,cameron sinclair spearheads japan disaster relief from sxsw via twitter iphone link sxsw4jp archforhumanity,1
5918,google demo the league for extraordinary hackers cool stuff like web apps google sxsw lxh,2
6156,ipad the decks for killing sxsw,1
7958,saw you are going sxsw download groundlink app ride limo for austin link see booth 437,1
4174,going listen former coworker speak about his trip mars with nasa then ipad time sxsw,1
7640,whoa there dude front using google wave sxsw xplat,2
1095,why social sites like delicious often have better results than google bing qagb sxsw,0
879,but great mental image people this session are taking photos their ipad the air.. doingitwrong sxsw,2
7933,epicurious flipboard cnn wired and moma examples good ipad design sxsw link,2
4481,who gon na leave sxsw tomorrow 5pm purchase ipad2 map store link,1
5554,best brand marketing sxsw solar powered carousel rock roll trailer park apple ipad2 pop- shop,2
990,attending panel better living through cloud computing presented google jon wiley sxsw,1
2263,any blackberry apps for sxsw pls let and know..cheers..will have iphone too.. smiling,3
2304,.. the law averages better than buzz google circles will __ sxsw,2
1149,following the buzz hee hee google drip feeding information about facebook rival circles sxsw,1
5652,dancing with myself google 80s party.. ain that the truth need girl this joint sxsw link,1
7020,6th and congress dude creatively saving for ipad URL sxsw link,2
1288,want use this video sxsw talk today but need able download ipad you know how link,1
1624,shame confirmed apple store week popup austin for sxsw ./v7jwekn who gave credit,1
1275,apple has two austin stores but until this week downtown presence that changes with sxsw popup store link,2
3406,less than hours this will apple store link and this will the line link sxsw ipad2,1
3435,free the itunes store tracks from sxsw featured artists.. link grab before its gone.. thanks apple,2
894,hootsuite mobile for sxsw updates for iphone blackberry android whether you getting friendly down .. link,1
5937,google route around traffic function saves users years every day marissa mayer sxsw,2
7625,making sure packed everything need for sxsw iphone ipad chargers business cards pants missing anything,1
7677,sxsw tried days with ipad macbook pro the experiment over heart real keyboard,0
7972,socialmuse only android available genius lookalike music listening appcircus sxsw,2
7531,watch your ears the austin convention center today fam.. showing new iphone game sxsw,2
2451,headed down sxsw hear talk integrated social network dynamics and team synergy got ipad ready,2
6941,will google reveal new social network called circles google facebook twitter sxsw link via,1
4720,don know what time iphone blackberry camera hotel clock all say different times austin texas sxsw -- what time,1
3205,close front ipad2 line sxsw apple popup store,1
1935,sudden realization session news publishers have the same questions about ipad design only share ideas via the app store sxsw sxswi,1
8450,enjoying the rooftop terrace the speakeasy reassured that 'extraordinary hacking google meant soft couches and bar sxsw,1
4374,really tempted get the ipad sxsw,2
2598,dgtltribe sxsw openbeta6 ipad give-away fantastic now how are going squeeze that ..,2
2415,bjdproductions apple heads sxsw sets temporary store austin link tech,1
4387,just put first sticker mac after signing for the iphone beta sxsw link,1
7366,over 300 people line apple store downtown austin ipad2 sxsw,1
8474,this time next week google party sxsw,2
5826,google hotpot= yelp killer very impressive integration personalized recommendations and really fast sxsw,2
4442,billion miles year driven with google navigation for mobile sxsw,1
4950,google maps usage mobile now has 150 million mobile users sxsw via,2
1548,google circles indeed but not going sxsw they will likely release google may,1
6861,walkin down the street navigating via google tweeting and random guy yelping welcome sxsw usguys,1
3457,about hear designing ipad interfaces new navigation schemas sxsw link uxdes,1
3476,hey you are sxsw life gives you food poisoning pitch food poisoning iphone app passing venture capitalist,1
8352,guy gets tattooed with company logo win ipad .. link sxsw,2
4143,barry diller newsbeast merger might not work barry diller.. link news barry_diller iac newsweek sxsw cyber iphone,1
3900,love google said why you want know sxsw,1
7154,pop stores are popping everywhere confirmed apple store week popup austin sxsw cont link,1
2400,egyptian content flood google had put two more servers after web came back sxsw sxswsa,1
3586,dang touched ipad want *sigh* sxsw,2
1161,unloading the ipads link sxsw apple ipad2,1
7921,apple sets 500 sqft store sxsw sell ipad2 link,1
7869,iphone gps messed thinks yonkers almost good sxsw link,0
8587,google hotpot- rate restaurants and get personalized recos where eat think foursquare yelp etc have this covered already sxsw,2
1136,pre-order the 'humorous bees catch them this month link sxsw,1
718,gamesalad the topic dutch podcast link gssxsw sxsw sxsw2011 sxswnl,1
3389,lunch with cnngrill view from the html5 dev trenches android painful ios sleek for what doing sxsw,0
